"participant_id","participant_group","age_yrs","edu_year","letterstring_response_id","itemid","alphabet","A","B","C","D","response","rt","correct"
3800,"child",9,5,1151,1001,"Greek","&alpha; &beta;","&alpha; &gamma;","&zeta; &eta;","&zeta;&theta;","&zeta;&theta;",33494,1
3801,"child",9,5,1152,1005,"Latin","c d","b d","m m n n","llnn","oomm",51950,0
3802,"child",8,5,1153,101,"Latin","a","b","j","k","k",14074,1
3801,"child",9,5,1154,1001,"Greek","&alpha; &beta;","&alpha; &gamma;","&zeta; &eta;","&zeta;&theta;","&zeta;&theta;",9162,1
3802,"child",8,5,1155,102,"Latin","c d","c d d","j k","jkk","k",14074,0
3800,"child",9,5,1156,1002,"Greek","&gamma; &delta;","&gamma; &gamma; &epsilon; &epsilon;","&kappa; &lambda;","&kappa;&kappa;&mu;&mu;","&kappa;&kappa;&mu;&mu;",97545,1
3801,"child",9,5,1157,1002,"Greek","&gamma; &delta;","&gamma; &gamma; &epsilon; &epsilon;","&kappa; &lambda;","&kappa;&kappa;&mu;&mu;","&kappa;&kappa;&mu;&mu;",33988,1
3803,"child",8,4,1158,101,"Latin","a","b","j","k","k",15623,1
3805,"child",8,5,1159,101,"Latin","a","b","j","k","k",2934,1
3805,"child",8,5,1160,102,"Latin","c d","c d d","j k","jkk","",26,0
3805,"child",8,5,1161,1001,"Latin","a b","a c","g h","gi","k",2934,0
3801,"child",9,5,1162,1003,"Greek","&epsilon; &zeta;","&epsilon; &theta;","&iota; &kappa;","&iota;&mu;","&iota;&mu;",21236,1
3800,"child",9,5,1163,1003,"Greek","&epsilon; &zeta;","&epsilon; &theta;","&iota; &kappa;","&iota;&mu;","&iota;&mu;",41782,1
3803,"child",8,4,1164,102,"Latin","c d","c d d","j k","jkk","jkk",28857,1
3801,"child",9,5,1165,1004,"Greek","&eta; &theta;","&eta; &iota; &iota;","&lambda; &mu;","&lambda;&nu;&nu;","&lambda;&nu;&nu;",27028,1
3803,"child",8,4,1166,1001,"Latin","a b","a c","g h","gi","gi",20571,1
3800,"child",9,5,1167,1004,"Greek","&eta; &theta;","&eta; &iota; &iota;","&lambda; &mu;","&lambda;&nu;&nu;","&lambda;&nu;&nu;",35500,1
3807,"child",8,5,1168,101,"Latin","a","b","j","k","k",2711,1
3807,"child",8,5,1169,102,"Latin","c d","c d d","j k","jkk","jkk",6237,1
3800,"child",9,5,1170,1005,"Greek","&beta; &gamma;","&alpha; &gamma;","&nu; &nu; &xi; &xi;","&mu;&mu;&xi;&xi;","&mu;&mu;&xi;&xi;",21890,1
3801,"child",9,5,1171,1005,"Greek","&beta; &gamma;","&alpha; &gamma;","&nu; &nu; &xi; &xi;","&mu;&mu;&xi;&xi;","&nu;&nu;&alpha;",44318,0
3807,"child",8,5,1172,1001,"Latin","a b","a c","g h","gi","ghj",20243,0
3803,"child",8,4,1173,1002,"Latin","c d","c c e e","m n","mmoo","mmoo",43206,1
3801,"child",9,5,1174,1001,"Symbol","* @","* %","~ $","~{","~",14976,0
3800,"child",9,5,1175,1001,"Symbol","* @","* %","~ $","~{","~{",24661,1
3803,"child",8,4,1176,1003,"Latin","e f","e h","k l","kn","kn",22202,1
3801,"child",9,5,1177,1002,"Symbol","% !","% % ^ ^","? :","??]]","??]]",22818,1
3803,"child",8,4,1178,1004,"Latin","d e","d f f","g h","gii","gii",16061,1
3800,"child",9,5,1179,1002,"Symbol","% !","% % ^ ^","? :","??]]","??]]",30353,1
3807,"child",8,5,1180,1002,"Latin","c d","c c e e","m n","mmoo","mmoo",52643,1
3801,"child",9,5,1181,1003,"Symbol","@ %","@ ^","# ~","#{","#$",25363,0
3807,"child",8,5,1182,1003,"Latin","e f","e h","k l","kn","km",13372,0
3800,"child",9,5,1183,1003,"Symbol","@ %","@ ^","# ~","#{","#{",29325,1
3801,"child",9,5,1184,1004,"Symbol","! ^","! # #","$ {","$??","??",20896,0
3803,"child",8,4,1185,1005,"Latin","c d","b d","m m n n","llnn","llmm",55473,0
3801,"child",9,5,1186,1005,"Symbol","^ #","! #","? ? : :","{{::","??$$",31355,0
3803,"child",8,4,1187,1001,"Greek","&alpha; &beta;","&alpha; &gamma;","&zeta; &eta;","&zeta;&theta;","&zeta;&theta;",26245,1
3800,"child",9,5,1188,1004,"Symbol","! ^","! # #","$ {","$??","$??",79379,1
3807,"child",8,5,1189,1004,"Latin","d e","d f f","g h","gii","gii",110785,1
3803,"child",8,4,1190,1002,"Greek","&gamma; &delta;","&gamma; &gamma; &epsilon; &epsilon;","&kappa; &lambda;","&kappa;&kappa;&mu;&mu;","&kappa;&kappa;&mu;&mu;",81603,1
3800,"child",9,5,1191,1005,"Symbol","^ #","! #","? ? : :","{{::","{{::",54236,1
3808,"child",8,5,1192,101,"Latin","a","b","j","k","k",30529,1
3807,"child",8,5,1193,1005,"Latin","c d","b d","m m n n","llnn","llnn",139487,1
3803,"child",8,4,1194,1003,"Greek","&epsilon; &zeta;","&epsilon; &theta;","&iota; &kappa;","&iota;&mu;","&iota;&mu;",108606,1
3803,"child",8,4,1195,1004,"Greek","&eta; &theta;","&eta; &iota; &iota;","&lambda; &mu;","&lambda;&nu;&nu;","&lambda;&nu;&nu;",18018,1
3808,"child",8,5,1196,102,"Latin","c d","c d d","j k","jkk","jkk",42123,1
3809,"child",8,5,1197,101,"Latin","a","b","j","k","k",28169,1
3808,"child",8,5,1198,1001,"Latin","a b","a c","g h","gi","gi",22880,1
3807,"child",8,5,1199,1001,"Greek","&alpha; &beta;","&alpha; &gamma;","&zeta; &eta;","&zeta;&theta;","&zeta;&theta;",41365,1
3809,"child",8,5,1200,102,"Latin","c d","c d d","j k","jkk","jkk",31406,1
3803,"child",8,4,1201,1005,"Greek","&beta; &gamma;","&alpha; &gamma;","&nu; &nu; &xi; &xi;","&mu;&mu;&xi;&xi;","&lambda;&nu;&nu;",18018,0
3807,"child",8,5,1202,1002,"Greek","&gamma; &delta;","&gamma; &gamma; &epsilon; &epsilon;","&kappa; &lambda;","&kappa;&kappa;&mu;&mu;","&kappa;&kappa;&mu;&mu;",22959,1
3808,"child",8,5,1203,1002,"Latin","c d","c c e e","m n","mmoo","mmoo",30463,1
3803,"child",8,4,1204,1001,"Symbol","* @","* %","~ $","~{","&iota;&mu;",108606,0
3803,"child",8,4,1205,1001,"Symbol","* @","* %","~ $","~{","&kappa;&kappa;&mu;&mu;",81603,0
3803,"child",8,4,1206,1002,"Symbol","% !","% % ^ ^","? :","??]]","&zeta;&theta;",26245,0
3803,"child",8,4,1207,1004,"Symbol","! ^","! # #","$ {","$??","gii",16061,0
3803,"child",8,4,1208,1005,"Symbol","^ #","! #","? ? : :","{{::","kn",22202,0
3809,"child",8,5,1209,1001,"Latin","a b","a c","g h","gi","gi",29372,1
3807,"child",8,5,1210,1003,"Greek","&epsilon; &zeta;","&epsilon; &theta;","&iota; &kappa;","&iota;&mu;","&iota;&mu;",43849,1
3809,"child",8,5,1211,1002,"Latin","c d","c c e e","m n","mmoo","mmoo",27004,1
3807,"child",8,5,1212,1004,"Greek","&eta; &theta;","&eta; &iota; &iota;","&lambda; &mu;","&lambda;&nu;&nu;","&lambda;&nu;&nu;",28837,1
3808,"child",8,5,1213,1003,"Latin","e f","e h","k l","kn","kn",73408,1
3807,"child",8,5,1214,1005,"Greek","&beta; &gamma;","&alpha; &gamma;","&nu; &nu; &xi; &xi;","&mu;&mu;&xi;&xi;","&mu;&mu;&xi;&xi;",49410,1
3809,"child",8,5,1215,1003,"Latin","e f","e h","k l","kn","kj",77513,0
3809,"child",8,5,1216,1004,"Latin","d e","d f f","g h","gii","gii",11804,1
3807,"child",8,5,1217,1001,"Symbol","* @","* %","~ $","~{","~{",28585,1
3808,"child",8,5,1218,1004,"Latin","d e","d f f","g h","gii","gii",85863,1
3809,"child",8,5,1219,1005,"Latin","c d","b d","m m n n","llnn","nnoo",34497,0
3807,"child",8,5,1220,1002,"Symbol","% !","% % ^ ^","? :","??]]","??]]",47826,1
3809,"child",8,5,1221,1001,"Greek","&alpha; &beta;","&alpha; &gamma;","&zeta; &eta;","&zeta;&theta;","&zeta;&theta;",38242,1
3807,"child",8,5,1222,1003,"Symbol","@ %","@ ^","# ~","#{","#{",17408,1
3808,"child",8,5,1223,1005,"Latin","c d","b d","m m n n","llnn","nnll",73704,0
3807,"child",8,5,1224,1004,"Symbol","! ^","! # #","$ {","$??","$??",31947,1
3809,"child",8,5,1225,1002,"Greek","&gamma; &delta;","&gamma; &gamma; &epsilon; &epsilon;","&kappa; &lambda;","&kappa;&kappa;&mu;&mu;","&kappa;&kappa;&mu;&mu;",46471,1
3808,"child",8,5,1226,1001,"Greek","&alpha; &beta;","&alpha; &gamma;","&zeta; &eta;","&zeta;&theta;","&zeta;&theta;",32786,1
3809,"child",8,5,1227,1003,"Greek","&epsilon; &zeta;","&epsilon; &theta;","&iota; &kappa;","&iota;&mu;","&iota;&lambda;",25400,0
3809,"child",8,5,1228,1004,"Greek","&eta; &theta;","&eta; &iota; &iota;","&lambda; &mu;","&lambda;&nu;&nu;","&lambda;&nu;&nu;",13483,1
3808,"child",8,5,1229,1002,"Greek","&gamma; &delta;","&gamma; &gamma; &epsilon; &epsilon;","&kappa; &lambda;","&kappa;&kappa;&mu;&mu;","&kappa;&kappa;&mu;&mu;",35183,1
3807,"child",8,5,1230,1005,"Symbol","^ #","! #","? ? : :","{{::","{{::",90308,1
3809,"child",8,5,1231,1005,"Greek","&beta; &gamma;","&alpha; &gamma;","&nu; &nu; &xi; &xi;","&mu;&mu;&xi;&xi;","&nu;&nu;&nu;&nu;",50519,0
3808,"child",8,5,1232,1003,"Greek","&epsilon; &zeta;","&epsilon; &theta;","&iota; &kappa;","&iota;&mu;","&iota;&mu;",57702,1
3809,"child",8,5,1233,1001,"Symbol","* @","* %","~ $","~{","~{",39352,1
3808,"child",8,5,1234,1004,"Greek","&eta; &theta;","&eta; &iota; &iota;","&lambda; &mu;","&lambda;&nu;&nu;","&lambda;&nu;&nu;",54460,1
3809,"child",8,5,1235,1002,"Symbol","% !","% % ^ ^","? :","??]]","??]]",27453,1
3809,"child",8,5,1236,1003,"Symbol","@ %","@ ^","# ~","#{","#{",22727,1
3808,"child",8,5,1237,1005,"Greek","&beta; &gamma;","&alpha; &gamma;","&nu; &nu; &xi; &xi;","&mu;&mu;&xi;&xi;","&xi;&xi;&mu;&mu;",54527,0
3809,"child",8,5,1238,1004,"Symbol","! ^","! # #","$ {","$??","$??",24554,1
3808,"child",8,5,1239,1001,"Symbol","* @","* %","~ $","~{","~{",24241,1
3809,"child",8,5,1240,1005,"Symbol","^ #","! #","? ? : :","{{::","$$::",50461,0
3808,"child",8,5,1241,1002,"Symbol","% !","% % ^ ^","? :","??]]","??]]",23781,1
3808,"child",8,5,1242,1003,"Symbol","@ %","@ ^","# ~","#{","#{",48536,1
3808,"child",8,5,1243,1004,"Symbol","! ^","! # #","$ {","$??","$??",32573,1
3808,"child",8,5,1244,1005,"Symbol","^ #","! #","? ? : :","{{::","{{::",94090,1
3813,"child",8,4,1276,101,"Latin","a","b","j","k","k",17868,1
3813,"child",8,4,1277,102,"Latin","c d","c d d","j k","jkk","jkk",24459,1
3813,"child",8,4,1278,1001,"Latin","a b","a c","g h","gi","gi",66785,1
3821,"child",9,5,1279,101,"Latin","a","b","j","k","jk",9919,0
3821,"child",9,5,1280,102,"Latin","c d","c d d","j k","jkk","jkk",22958,1
3821,"child",9,5,1281,1001,"Latin","a b","a c","g h","gi","gi",10121,1
3813,"child",8,4,1282,1002,"Latin","c d","c c e e","m n","mmoo","mmoo",78698,1
3821,"child",9,5,1283,1002,"Latin","c d","c c e e","m n","mmoo","mmpp",67813,0
3821,"child",9,5,1284,1003,"Latin","e f","e h","k l","kn","kn",51335,1
3813,"child",8,4,1285,1003,"Latin","e f","e h","k l","kn","km",147780,0
3821,"child",9,5,1286,1004,"Latin","d e","d f f","g h","gii","gii",85451,1
3813,"child",8,4,1287,1004,"Latin","d e","d f f","g h","gii","gii",63680,1
3821,"child",9,5,1288,1005,"Latin","c d","b d","m m n n","llnn","efg",138937,0
3813,"child",8,4,1289,1005,"Latin","c d","b d","m m n n","llnn","dbnn",154150,0
3821,"child",9,5,1290,1001,"Greek","&alpha; &beta;","&alpha; &gamma;","&zeta; &eta;","&zeta;&theta;","&zeta;&theta;",56261,1
3813,"child",8,4,1291,1001,"Greek","&alpha; &beta;","&alpha; &gamma;","&zeta; &eta;","&zeta;&theta;","&zeta;&theta;",54976,1
3821,"child",9,5,1292,1002,"Greek","&gamma; &delta;","&gamma; &gamma; &epsilon; &epsilon;","&kappa; &lambda;","&kappa;&kappa;&mu;&mu;","&kappa;&kappa;&mu;&mu;",105938,1
3813,"child",8,4,1293,1002,"Greek","&gamma; &delta;","&gamma; &gamma; &epsilon; &epsilon;","&kappa; &lambda;","&kappa;&kappa;&mu;&mu;","&kappa;&kappa;&mu;&mu;",82198,1
3821,"child",9,5,1294,1003,"Greek","&epsilon; &zeta;","&epsilon; &theta;","&iota; &kappa;","&iota;&mu;","&iota;&lambda;",82706,0
3813,"child",8,4,1295,1003,"Greek","&epsilon; &zeta;","&epsilon; &theta;","&iota; &kappa;","&iota;&mu;","&iota;&mu;",87845,1
3813,"child",8,4,1296,1004,"Greek","&eta; &theta;","&eta; &iota; &iota;","&lambda; &mu;","&lambda;&nu;&nu;","&lambda;&xi;&xi;",89020,0
3821,"child",9,5,1297,1004,"Greek","&eta; &theta;","&eta; &iota; &iota;","&lambda; &mu;","&lambda;&nu;&nu;","&lambda;&mu;&mu;",114058,0
3821,"child",9,5,1298,1005,"Greek","&beta; &gamma;","&alpha; &gamma;","&nu; &nu; &xi; &xi;","&mu;&mu;&xi;&xi;","",49581,0
3813,"child",8,4,1299,1005,"Greek","&beta; &gamma;","&alpha; &gamma;","&nu; &nu; &xi; &xi;","&mu;&mu;&xi;&xi;","",60284,0
3813,"child",8,4,1300,1001,"Symbol","* @","* %","~ $","~{","~{",79458,1
3821,"child",9,5,1301,1001,"Symbol","* @","* %","~ $","~{","~{",80619,1
3813,"child",8,4,1302,1002,"Symbol","% !","% % ^ ^","? :","??]]","~{",79458,0
3821,"child",9,5,1303,1002,"Symbol","% !","% % ^ ^","? :","??]]","??]]",55821,1
3821,"child",9,5,1304,1003,"Symbol","@ %","@ ^","# ~","#{","",11387,0
3813,"child",8,4,1305,1003,"Symbol","@ %","@ ^","# ~","#{","#{",67343,1
3821,"child",9,5,1306,1004,"Symbol","! ^","! # #","$ {","$??","$??",39102,1
3813,"child",8,4,1307,1004,"Symbol","! ^","! # #","$ {","$??","{$$",77391,0
3821,"child",9,5,1308,1005,"Symbol","^ #","! #","? ? : :","{{::","{{?",80418,0
3813,"child",8,4,1309,1005,"Symbol","^ #","! #","? ? : :","{{::","{$$",77391,0
3831,"child",7,4,1310,101,"Latin","a","b","j","k","k",13327,1
3831,"child",7,4,1311,102,"Latin","c d","c d d","j k","jkk","k",11054,0
3832,"child",9,5,1312,101,"Latin","a","b","j","k","k",4208,1
3832,"child",9,5,1313,102,"Latin","c d","c d d","j k","jkk","jkk",5456,1
3832,"child",9,5,1314,1001,"Latin","a b","a c","g h","gi","gi",10467,1
3831,"child",7,4,1315,1001,"Latin","a b","a c","g h","gi","gi",49253,1
3837,"child",9,5,1316,101,"Latin","a","b","j","k","k",4299,1
3832,"child",9,5,1317,1002,"Latin","c d","c c e e","m n","mmoo","mmoo",23346,1
3837,"child",9,5,1318,102,"Latin","c d","c d d","j k","jkk","jkk",6133,1
3837,"child",9,5,1319,1001,"Latin","a b","a c","g h","gi","gi",13740,1
3831,"child",7,4,1320,1002,"Latin","c d","c c e e","m n","mmoo","mmoo",53408,1
3837,"child",9,5,1321,1002,"Latin","c d","c c e e","m n","mmoo","mmoo",15918,1
3832,"child",9,5,1322,1003,"Latin","e f","e h","k l","kn","kn",45750,1
3832,"child",9,5,1323,1004,"Latin","d e","d f f","g h","gii","gii",20626,1
3837,"child",9,5,1324,1003,"Latin","e f","e h","k l","kn","ko",43654,0
3837,"child",9,5,1325,1004,"Latin","d e","d f f","g h","gii","gii",26758,1
3832,"child",9,5,1326,1005,"Latin","c d","b d","m m n n","llnn","llnn",44440,1
3831,"child",7,4,1327,1003,"Latin","e f","e h","k l","kn","n",95471,0
3831,"child",7,4,1328,1004,"Latin","d e","d f f","g h","gii","ii",19746,0
3832,"child",9,5,1329,1001,"Greek","&alpha; &beta;","&alpha; &gamma;","&zeta; &eta;","&zeta;&theta;","&zeta;&theta;",30095,1
3832,"child",9,5,1330,1002,"Greek","&gamma; &delta;","&gamma; &gamma; &epsilon; &epsilon;","&kappa; &lambda;","&kappa;&kappa;&mu;&mu;","&kappa;&kappa;&mu;&mu;",24806,1
3832,"child",9,5,1331,1003,"Greek","&epsilon; &zeta;","&epsilon; &theta;","&iota; &kappa;","&iota;&mu;","&iota;&mu;",16525,1
3831,"child",7,4,1332,1005,"Latin","c d","b d","m m n n","llnn","mn",64009,0
3837,"child",9,5,1333,1005,"Latin","c d","b d","m m n n","llnn","llnn",113066,1
3837,"child",9,5,1334,1001,"Greek","&alpha; &beta;","&alpha; &gamma;","&zeta; &eta;","&zeta;&theta;","&zeta;&theta;",32186,1
3832,"child",9,5,1335,1004,"Greek","&eta; &theta;","&eta; &iota; &iota;","&lambda; &mu;","&lambda;&nu;&nu;","&lambda;&nu;&nu;",63023,1
3831,"child",7,4,1336,1001,"Greek","&alpha; &beta;","&alpha; &gamma;","&zeta; &eta;","&zeta;&theta;","&zeta;&theta;",52468,1
3832,"child",9,5,1337,1005,"Greek","&beta; &gamma;","&alpha; &gamma;","&nu; &nu; &xi; &xi;","&mu;&mu;&xi;&xi;","&mu;&mu;&xi;&xi;",40144,1
3837,"child",9,5,1338,1002,"Greek","&gamma; &delta;","&gamma; &gamma; &epsilon; &epsilon;","&kappa; &lambda;","&kappa;&kappa;&mu;&mu;","&kappa;&kappa;&mu;&mu;",51255,1
3832,"child",9,5,1339,1001,"Symbol","* @","* %","~ $","~{","~{",10298,1
3831,"child",7,4,1340,1002,"Greek","&gamma; &delta;","&gamma; &gamma; &epsilon; &epsilon;","&kappa; &lambda;","&kappa;&kappa;&mu;&mu;","&lambda;",61724,0
3832,"child",9,5,1341,1002,"Symbol","% !","% % ^ ^","? :","??]]","?]]",19381,0
3832,"child",9,5,1342,1003,"Symbol","@ %","@ ^","# ~","#{","#$",16819,0
3837,"child",9,5,1343,1003,"Greek","&epsilon; &zeta;","&epsilon; &theta;","&iota; &kappa;","&iota;&mu;","&iota;&lambda;",47025,0
3831,"child",7,4,1344,1003,"Greek","&epsilon; &zeta;","&epsilon; &theta;","&iota; &kappa;","&iota;&mu;","&iota;&mu;",25441,1
3832,"child",9,5,1345,1004,"Symbol","! ^","! # #","$ {","$??","$??",51491,1
3837,"child",9,5,1346,1004,"Greek","&eta; &theta;","&eta; &iota; &iota;","&lambda; &mu;","&lambda;&nu;&nu;","&lambda;&nu;&nu;",69451,1
3832,"child",9,5,1347,1005,"Symbol","^ #","! #","? ? : :","{{::","{{::",33001,1
3831,"child",7,4,1348,1004,"Greek","&eta; &theta;","&eta; &iota; &iota;","&lambda; &mu;","&lambda;&nu;&nu;","&lambda;&nu;",91872,0
3837,"child",9,5,1349,1005,"Greek","&beta; &gamma;","&alpha; &gamma;","&nu; &nu; &xi; &xi;","&mu;&mu;&xi;&xi;","&mu;&mu;&xi;&xi;",37335,1
3831,"child",7,4,1350,1005,"Greek","&beta; &gamma;","&alpha; &gamma;","&nu; &nu; &xi; &xi;","&mu;&mu;&xi;&xi;","&nu;&nu;&xi;&xi;",31476,0
3837,"child",9,5,1351,1001,"Symbol","* @","* %","~ $","~{","#{",28115,0
3837,"child",9,5,1352,1002,"Symbol","% !","% % ^ ^","? :","??]]","??]]",22981,1
3831,"child",7,4,1353,1001,"Symbol","* @","* %","~ $","~{","~",54514,0
3837,"child",9,5,1354,1003,"Symbol","@ %","@ ^","# ~","#{","#$",27537,0
3842,"child",8,4,1355,101,"Latin","a","b","j","k","k",15989,1
3842,"child",8,4,1356,102,"Latin","c d","c d d","j k","jkk","jkk",14170,1
3831,"child",7,4,1357,1002,"Symbol","% !","% % ^ ^","? :","??]]","?::",39698,0
3837,"child",9,5,1358,1004,"Symbol","! ^","! # #","$ {","$??","$??",40803,1
3842,"child",8,4,1359,1001,"Latin","a b","a c","g h","gi","ij",24358,0
3831,"child",7,4,1360,1003,"Symbol","@ %","@ ^","# ~","#{","#$",41392,0
3837,"child",9,5,1361,1005,"Symbol","^ #","! #","? ? : :","{{::","{{::",51265,1
3831,"child",7,4,1362,1004,"Symbol","! ^","! # #","$ {","$??","?",22292,0
3842,"child",8,4,1363,1002,"Latin","c d","c c e e","m n","mmoo","mmoo",83581,1
3842,"child",8,4,1364,1003,"Latin","e f","e h","k l","kn","kh",16441,0
3843,"child",9,5,1365,101,"Latin","a","b","j","k","k",14542,1
3842,"child",8,4,1366,1004,"Latin","d e","d f f","g h","gii","gii",16701,1
3843,"child",9,5,1367,102,"Latin","c d","c d d","j k","jkk","jkk",13533,1
3844,"child",8,4,1368,101,"Latin","a","b","j","k","k",16534,1
3844,"child",8,4,1369,102,"Latin","c d","c d d","j k","jkk","jkk",16113,1
3842,"child",8,4,1370,1005,"Latin","c d","b d","m m n n","llnn","kh",16441,0
3831,"child",7,4,1371,1005,"Symbol","^ #","! #","? ? : :","{{::","",112633,0
3843,"child",9,5,1372,1001,"Latin","a b","a c","g h","gi","gi",13655,1
3844,"child",8,4,1373,1001,"Latin","a b","a c","g h","gi","gi",19823,1
3843,"child",9,5,1374,1002,"Latin","c d","c c e e","m n","mmoo","mmn",34575,0
3844,"child",8,4,1375,1002,"Latin","c d","c c e e","m n","mmoo","mmoo",33731,1
3842,"child",8,4,1376,1001,"Greek","&alpha; &beta;","&alpha; &gamma;","&zeta; &eta;","&zeta;&theta;","&zeta;&theta;",67808,1
3844,"child",8,4,1377,1003,"Latin","e f","e h","k l","kn","km",19509,0
3845,"child",9,5,1378,101,"Latin","a","b","j","k","k",14761,1
3844,"child",8,4,1379,1004,"Latin","d e","d f f","g h","gii","gii",19308,1
3842,"child",8,4,1380,1002,"Greek","&gamma; &delta;","&gamma; &gamma; &epsilon; &epsilon;","&kappa; &lambda;","&kappa;&kappa;&mu;&mu;","",23109,0
3842,"child",8,4,1381,1003,"Greek","&epsilon; &zeta;","&epsilon; &theta;","&iota; &kappa;","&iota;&mu;","",473,0
3842,"child",8,4,1382,1004,"Greek","&eta; &theta;","&eta; &iota; &iota;","&lambda; &mu;","&lambda;&nu;&nu;","",519,0
3842,"child",8,4,1383,1005,"Greek","&beta; &gamma;","&alpha; &gamma;","&nu; &nu; &xi; &xi;","&mu;&mu;&xi;&xi;","",390,0
3842,"child",8,4,1384,1001,"Symbol","* @","* %","~ $","~{","",426,0
3842,"child",8,4,1385,1002,"Symbol","% !","% % ^ ^","? :","??]]","",377,0
3842,"child",8,4,1386,1003,"Symbol","@ %","@ ^","# ~","#{","",336,0
3842,"child",8,4,1387,1004,"Symbol","! ^","! # #","$ {","$??","",392,0
3842,"child",8,4,1388,1005,"Symbol","^ #","! #","? ? : :","{{::","",426,0
3843,"child",9,5,1389,1003,"Latin","e f","e h","k l","kn","no",55263,0
3845,"child",9,5,1390,102,"Latin","c d","c d d","j k","jkk","k",35725,0
3844,"child",8,4,1391,1005,"Latin","c d","b d","m m n n","llnn","llnn",77134,1
3846,"child",7,4,1392,101,"Latin","a","b","j","k","k",39594,1
3843,"child",9,5,1393,1004,"Latin","d e","d f f","g h","gii","gii",76915,1
3845,"child",9,5,1394,1001,"Latin","a b","a c","g h","gi","gi",62296,1
3844,"child",8,4,1395,1001,"Greek","&alpha; &beta;","&alpha; &gamma;","&zeta; &eta;","&zeta;&theta;","&zeta;&theta;",25845,1
3845,"child",9,5,1397,1002,"Latin","c d","c c e e","m n","mmoo","mmnn",33090,0
3843,"child",9,5,1399,1005,"Latin","c d","b d","m m n n","llnn","mmmm",73935,0
3844,"child",8,4,1400,1002,"Greek","&gamma; &delta;","&gamma; &gamma; &epsilon; &epsilon;","&kappa; &lambda;","&kappa;&kappa;&mu;&mu;","&kappa;&kappa;&mu;&mu;",52227,1
3845,"child",9,5,1401,1003,"Latin","e f","e h","k l","kn","km",26476,0
3845,"child",9,5,1402,1004,"Latin","d e","d f f","g h","gii","",294,0
3846,"child",7,4,1403,102,"Latin","c d","c d d","j k","jkk","jkk",81812,1
3846,"child",7,4,1405,1001,"Latin","a b","a c","g h","gi","gi",20968,1
3844,"child",8,4,1406,1003,"Greek","&epsilon; &zeta;","&epsilon; &theta;","&iota; &kappa;","&iota;&mu;","&iota;&lambda;",52093,0
3845,"child",9,5,1407,1005,"Latin","c d","b d","m m n n","llnn","mmoo",54071,0
3843,"child",9,5,1409,1001,"Greek","&alpha; &beta;","&alpha; &gamma;","&zeta; &eta;","&zeta;&theta;","&zeta;&theta;",62213,1
3844,"child",8,4,1410,1004,"Greek","&eta; &theta;","&eta; &iota; &iota;","&lambda; &mu;","&lambda;&nu;&nu;","&lambda;&mu;&mu;",28110,0
3846,"child",7,4,1411,1002,"Latin","c d","c c e e","m n","mmoo","mmoo",53097,1
3844,"child",8,4,1413,1005,"Greek","&beta; &gamma;","&alpha; &gamma;","&nu; &nu; &xi; &xi;","&mu;&mu;&xi;&xi;","&mu;&mu;&xi;&xi;",30173,1
3844,"child",8,4,1415,1001,"Symbol","* @","* %","~ $","~{","~{",16551,1
3846,"child",7,4,1416,1003,"Latin","e f","e h","k l","kn","ko",57923,0
3843,"child",9,5,1417,1002,"Greek","&gamma; &delta;","&gamma; &gamma; &epsilon; &epsilon;","&kappa; &lambda;","&kappa;&kappa;&mu;&mu;","&kappa;&kappa;&mu;&mu;",71745,1
3845,"child",9,5,1418,1001,"Greek","&alpha; &beta;","&alpha; &gamma;","&zeta; &eta;","&zeta;&theta;","&zeta;&theta;",70657,1
3844,"child",8,4,1419,1002,"Symbol","% !","% % ^ ^","? :","??]]","??]]",23217,1
3846,"child",7,4,1421,1004,"Latin","d e","d f f","g h","gii","gkk",46857,0
3844,"child",8,4,1422,1003,"Symbol","@ %","@ ^","# ~","#{","#$",33520,0
3843,"child",9,5,1424,1003,"Greek","&epsilon; &zeta;","&epsilon; &theta;","&iota; &kappa;","&iota;&mu;","&iota;&lambda;",66764,0
3844,"child",8,4,1425,1004,"Symbol","! ^","! # #","$ {","$??","$??",17811,1
3846,"child",7,4,1426,1005,"Latin","c d","b d","m m n n","llnn","",31177,0
3845,"child",9,5,1427,1002,"Greek","&gamma; &delta;","&gamma; &gamma; &epsilon; &epsilon;","&kappa; &lambda;","&kappa;&kappa;&mu;&mu;","&kappa;&kappa;&mu;&mu;",67536,1
3844,"child",8,4,1429,1005,"Symbol","^ #","! #","? ? : :","{{::","{{::",34730,1
3846,"child",7,4,1431,1001,"Greek","&alpha; &beta;","&alpha; &gamma;","&zeta; &eta;","&zeta;&theta;","&zeta;&iota;",30992,0
3845,"child",9,5,1432,1003,"Greek","&epsilon; &zeta;","&epsilon; &theta;","&iota; &kappa;","&iota;&mu;","&iota;&mu;",61642,1
3843,"child",9,5,1433,1004,"Greek","&eta; &theta;","&eta; &iota; &iota;","&lambda; &mu;","&lambda;&nu;&nu;","&lambda;&nu;&nu;",89654,1
3845,"child",9,5,1435,1004,"Greek","&eta; &theta;","&eta; &iota; &iota;","&lambda; &mu;","&lambda;&nu;&nu;","&lambda;&nu;&nu;",27077,1
3846,"child",7,4,1436,1002,"Greek","&gamma; &delta;","&gamma; &gamma; &epsilon; &epsilon;","&kappa; &lambda;","&kappa;&kappa;&mu;&mu;","&kappa;&kappa;&lambda;&lambda;",54645,0
